,text
206,"@united made to check in my carry on from Flight 1449 PBI to Newark. Plane luggage stow not full. U r costing me time, money &amp; aggravation! communication error booking support reply aid service support service answer call service engagement"
207,"@united yes, but they still don't know where it is.  I've been told it might be on a flight, but now no one can confirm it. message communication solution answer error support reply aid booking reservation service support service"
208,"@United wind chill in Ithica -17 degrees, and for the trouble of losing my clothes they give me a t-shirt. I'll burn it for warmth. #united clothing apparel bag bag floor web table table telephone baggage baggage class web_site"
209,@united Thanks for the reply. The box is not mine and I'm not missing one. It was added to my bag .... reply aid communication support answer support service call service service error booking service
210,@united what's the point of offering a free checked bag of you lose it? telephone baggage web bag bag clothing table table baggage apparel floor internet bag
211,@united Item (not mine) mysteriously ended up in my checked bag after a #EWR to #YOW flight.  Missing a black box? http://t.co/SJQEmDtQmA message solution answer communication web cry tag password reservation error class network class
212,@United why is it so impossible to actually get a passenger AND their luggage to their final destination? baggage bag bag bag web clothing table table telephone baggage apparel floor customer
213,@united what is going on with baggage claim in Newark!#tiredandwanttogohome reservation web customer solution answer seat agent clothing reservation message floor bag apparel
214,"@united agent Rick Clifton in SEA-HOU , told him my father is dying and needed to get my handbag on the cabin. he did nothing #shameful web bag clothing bag baggage customer apparel floor table table telephone baggage bag"
215,"@united well. As of yet, our checked bag has already vanished and we haven't left the airport yet. clothing bag bag telephone baggage web apparel floor table table baggage internet bag"
